order_id,city_tier,category,delivery_status,item_accuracy,resolution_outcome,complaint_channel,reorder_risk,delivery_failure
NYK102147,tier3,haircare,delayed,correct,replaced,app,0,1
NYK102148,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK102149,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102150,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102151,metro,haircare,delayed,correct,replaced,call,0,1
NYK102152,tier3,wellness,delayed,correct,denied,email,0,1
NYK102153,tier3,makeup,on_time,correct,not_applicable,none,0,0
NYK102154,tier2,haircare,on_time,damaged,refunded,app,0,0
NYK102155,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK102156,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK102157,metro,wellness,on_time,wrong_item,refunded,app,0,0
NYK102158,tier2,skincare,on_time,damaged,denied,email,1,0
NYK102159,metro,skincare,not_delivered,correct,refunded,email,0,1
NYK102160,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK102161,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102162,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102163,tier2,haircare,on_time,correct,not_applicable,none,0,0
NYK102164,tier3,wellness,on_time,correct,not_applicable,app,0,0
NYK102165,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102166,tier3,haircare,on_time,correct,not_applicable,call,0,0
NYK102167,tier2,skincare,not_delivered,correct,refunded,app,0,1
NYK102168,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102169,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102170,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102171,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102172,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK102173,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102174,metro,makeup,delayed,correct,replaced,email,0,1
NYK102175,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK102176,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102177,tier3,wellness,delayed,correct,refunded,email,0,1
NYK102178,metro,wellness,on_time,correct,not_applicable,call,0,0
NYK102179,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK102180,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK102181,tier3,makeup,delayed,correct,unresolved,none,0,1
NYK102182,tier3,haircare,delayed,correct,denied,email,0,1
NYK102183,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK102184,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102185,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102186,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK102187,tier2,skincare,on_time,damaged,unresolved,email,1,0
NYK102188,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102189,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK102190,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102191,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102192,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102193,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK102194,tier2,haircare,on_time,correct,not_applicable,none,0,0
NYK102195,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK102196,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102197,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK102198,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102199,tier2,haircare,on_time,wrong_item,unresolved,app,1,0
NYK102200,metro,makeup,on_time,wrong_item,refunded,app,0,0
NYK102201,tier3,skincare,delayed,correct,replaced,none,0,1
NYK102202,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102203,metro,wellness,delayed,correct,denied,call,0,1
NYK102204,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102205,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK102206,tier2,makeup,on_time,wrong_item,refunded,app,0,0
NYK102207,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK102208,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102209,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102210,tier3,makeup,delayed,correct,unresolved,email,0,1
NYK102211,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102212,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK102213,tier2,makeup,delayed,wrong_item,refunded,email,0,1
NYK102214,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK102215,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102216,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102217,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK102218,tier3,skincare,not_delivered,correct,replaced,email,0,1
NYK102219,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102220,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102221,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102222,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102223,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102224,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK102225,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102226,tier2,skincare,on_time,correct,not_applicable,social,0,0
NYK102227,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102228,metro,skincare,delayed,wrong_item,denied,app,1,1
NYK102229,tier2,wellness,on_time,correct,not_applicable,social,0,0
NYK102230,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102231,tier2,skincare,delayed,wrong_item,unresolved,social,1,1
NYK102232,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102233,tier3,makeup,on_time,correct,not_applicable,email,0,0
NYK102234,tier2,makeup,delayed,correct,denied,none,0,1
NYK102235,tier3,haircare,delayed,correct,replaced,app,0,1
NYK102236,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102237,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102238,metro,makeup,delayed,correct,refunded,none,0,1
NYK102239,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK102240,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102241,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102242,metro,haircare,on_time,correct,not_applicable,none,0,0
NYK102243,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK102244,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102245,metro,wellness,on_time,correct,not_applicable,none,0,0
NYK102246,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102247,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK102248,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102249,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102250,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102251,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK102252,metro,haircare,on_time,damaged,replaced,app,0,0
NYK102253,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK102254,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK102255,tier2,skincare,delayed,correct,denied,call,0,1
NYK102256,tier3,makeup,delayed,correct,replaced,email,0,1
NYK102257,tier3,wellness,on_time,correct,not_applicable,none,0,0
NYK102258,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK102259,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102260,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK102261,tier3,haircare,on_time,correct,not_applicable,none,0,0
NYK102262,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK102263,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102264,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102265,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102266,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK102267,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK102268,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK102269,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK102270,tier2,haircare,delayed,correct,denied,email,0,1
NYK102271,tier2,wellness,on_time,correct,not_applicable,none,0,0
NYK102272,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102273,tier3,skincare,on_time,correct,not_applicable,none,0,0
NYK102274,tier3,haircare,delayed,correct,refunded,call,0,1
NYK102275,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102276,tier2,makeup,delayed,wrong_item,refunded,none,0,1
NYK102277,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102278,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK102279,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK102280,tier2,haircare,on_time,correct,not_applicable,social,0,0
NYK102281,metro,skincare,delayed,wrong_item,unresolved,email,1,1
NYK102282,metro,skincare,delayed,damaged,refunded,call,0,1
NYK102283,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK102284,metro,wellness,on_time,wrong_item,denied,app,1,0
NYK102285,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK102286,tier3,haircare,on_time,correct,not_applicable,social,0,0
NYK102287,tier3,skincare,delayed,correct,replaced,call,0,1
NYK102288,metro,makeup,delayed,correct,unresolved,app,0,1
NYK102289,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102290,tier3,makeup,on_time,correct,not_applicable,none,0,0
NYK102291,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102292,tier2,haircare,on_time,damaged,refunded,app,0,0
NYK102293,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102294,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102295,metro,wellness,on_time,wrong_item,refunded,app,0,0
NYK102296,tier2,haircare,not_delivered,correct,unresolved,app,0,1
NYK102297,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102298,metro,wellness,on_time,correct,not_applicable,email,0,0
NYK102299,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102300,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK102301,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK102302,tier2,haircare,delayed,correct,denied,app,0,1
NYK102303,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102304,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK102305,metro,makeup,on_time,wrong_item,replaced,email,0,0
NYK102306,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK102307,tier2,haircare,delayed,damaged,replaced,call,0,1
NYK102308,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK102309,tier3,makeup,on_time,wrong_item,replaced,app,0,0
NYK102310,tier3,makeup,delayed,correct,unresolved,app,0,1
NYK102311,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK102312,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102313,metro,makeup,on_time,wrong_item,denied,email,1,0
NYK102314,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102315,metro,skincare,on_time,wrong_item,unresolved,call,1,0
NYK102316,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102317,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK102318,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK102319,tier3,skincare,delayed,damaged,unresolved,app,1,1
NYK102320,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102321,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102322,tier2,makeup,on_time,damaged,replaced,app,0,0
NYK102323,metro,wellness,on_time,correct,not_applicable,email,0,0
NYK102324,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK102325,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK102326,metro,wellness,on_time,correct,not_applicable,call,0,0
NYK102327,metro,makeup,on_time,correct,not_applicable,social,0,0
NYK102328,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102329,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102330,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK102331,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102332,tier3,makeup,on_time,correct,not_applicable,social,0,0
NYK102333,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102334,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK102335,tier2,wellness,on_time,correct,not_applicable,call,0,0
NYK102336,tier3,makeup,on_time,wrong_item,denied,app,1,0
NYK102337,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK102338,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102339,metro,wellness,on_time,correct,not_applicable,call,0,0
NYK102340,metro,makeup,on_time,correct,not_applicable,social,0,0
NYK102341,metro,skincare,delayed,correct,denied,email,0,1
NYK102342,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102343,metro,skincare,delayed,correct,denied,call,0,1
NYK102344,tier2,skincare,delayed,correct,denied,app,0,1
NYK102345,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102346,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK102347,tier3,makeup,on_time,correct,not_applicable,email,0,0
NYK102348,metro,skincare,delayed,correct,refunded,call,0,1
NYK102349,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102350,metro,skincare,delayed,correct,unresolved,app,0,1
NYK102351,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102352,metro,wellness,on_time,correct,not_applicable,call,0,0
NYK102353,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102354,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102355,tier3,makeup,on_time,damaged,denied,call,1,0
NYK102356,tier2,haircare,delayed,correct,unresolved,call,0,1
NYK102357,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102358,tier3,skincare,delayed,correct,replaced,social,0,1
NYK102359,metro,haircare,not_delivered,correct,replaced,email,0,1
NYK102360,tier3,makeup,on_time,wrong_item,denied,app,1,0
NYK102361,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK102362,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102363,tier3,haircare,on_time,correct,not_applicable,call,0,0
NYK102364,tier2,skincare,not_delivered,correct,denied,none,0,1
NYK102365,tier2,skincare,delayed,correct,refunded,app,0,1
NYK102366,metro,skincare,delayed,wrong_item,replaced,email,0,1
NYK102367,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK102368,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK102369,tier2,wellness,on_time,correct,not_applicable,call,0,0
NYK102370,tier2,skincare,delayed,correct,denied,app,0,1
NYK102371,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102372,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102373,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK102374,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102375,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102376,tier3,skincare,on_time,wrong_item,unresolved,call,1,0
NYK102377,tier2,wellness,delayed,correct,refunded,call,0,1
NYK102378,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102379,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK102380,tier3,makeup,delayed,wrong_item,refunded,none,0,1
NYK102381,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102382,metro,wellness,on_time,wrong_item,replaced,call,0,0
NYK102383,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK102384,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102385,tier3,haircare,on_time,correct,not_applicable,none,0,0
NYK102386,tier3,makeup,on_time,correct,not_applicable,email,0,0
NYK102387,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102388,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102389,metro,skincare,on_time,damaged,refunded,app,0,0
NYK102390,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK102391,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK102392,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK102393,metro,haircare,on_time,correct,not_applicable,none,0,0
NYK102394,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK102395,tier3,haircare,on_time,wrong_item,refunded,call,0,0
NYK102396,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102397,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK102398,metro,wellness,on_time,correct,not_applicable,social,0,0
NYK102399,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK102400,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK102401,tier3,skincare,delayed,correct,replaced,call,0,1
NYK102402,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102403,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK102404,tier3,makeup,delayed,correct,denied,call,0,1
NYK102405,metro,skincare,on_time,correct,not_applicable,social,0,0
NYK102406,tier2,wellness,on_time,correct,not_applicable,call,0,0
NYK102407,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK102408,metro,makeup,on_time,wrong_item,replaced,call,0,0
NYK102409,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK102410,tier2,haircare,on_time,correct,not_applicable,app,0,0
NYK102411,tier3,haircare,delayed,damaged,replaced,call,0,1
NYK102412,tier2,skincare,delayed,correct,unresolved,app,0,1
NYK102413,tier2,makeup,delayed,correct,replaced,call,0,1
NYK102414,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102415,metro,haircare,delayed,correct,denied,email,0,1
NYK102416,metro,skincare,delayed,correct,refunded,call,0,1
NYK102417,tier2,haircare,on_time,correct,not_applicable,none,0,0
NYK102418,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102419,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102420,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102421,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102422,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102423,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102424,tier3,haircare,on_time,wrong_item,denied,none,1,0
NYK102425,tier2,skincare,on_time,wrong_item,denied,none,1,0
NYK102426,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK102427,tier2,skincare,delayed,correct,refunded,social,0,1
NYK102428,tier2,makeup,not_delivered,correct,denied,social,0,1
NYK102429,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK102430,tier3,haircare,on_time,correct,not_applicable,none,0,0
NYK102431,tier2,makeup,delayed,correct,denied,none,0,1
NYK102432,tier2,haircare,on_time,correct,not_applicable,none,0,0
NYK102433,metro,skincare,not_delivered,correct,replaced,email,0,1
NYK102434,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102435,tier3,makeup,on_time,correct,not_applicable,app,0,0
NYK102436,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK102437,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102438,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102439,tier3,wellness,on_time,correct,not_applicable,app,0,0
NYK102440,tier3,haircare,delayed,correct,denied,call,0,1
NYK102441,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102442,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK102443,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102444,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102445,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102446,metro,makeup,on_time,correct,not_applicable,email,0,0
NYK102447,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK102448,tier2,makeup,delayed,correct,refunded,none,0,1
NYK102449,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK102450,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102451,tier2,skincare,delayed,correct,replaced,social,0,1
NYK102452,tier2,makeup,on_time,wrong_item,unresolved,call,1,0
NYK102453,tier3,makeup,delayed,correct,refunded,email,0,1
NYK102454,tier2,wellness,on_time,correct,not_applicable,email,0,0
NYK102455,tier2,makeup,delayed,wrong_item,refunded,call,0,1
NYK102456,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102457,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102458,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102459,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK102460,tier3,makeup,delayed,correct,refunded,call,0,1
NYK102461,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK102462,metro,skincare,on_time,damaged,unresolved,social,1,0
NYK102463,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK102464,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK102465,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK102466,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102467,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102468,tier2,haircare,on_time,correct,not_applicable,email,0,0
NYK102469,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102470,tier2,skincare,on_time,damaged,refunded,email,0,0
NYK102471,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK102472,tier2,makeup,on_time,correct,not_applicable,app,0,0
NYK102473,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK102474,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102475,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102476,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102477,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102478,metro,makeup,delayed,correct,refunded,email,0,1
NYK102479,tier3,wellness,on_time,correct,not_applicable,email,0,0
NYK102480,tier2,makeup,delayed,correct,denied,app,0,1
NYK102481,metro,wellness,on_time,correct,not_applicable,app,0,0
NYK102482,metro,makeup,on_time,correct,not_applicable,call,0,0
NYK102483,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102484,tier3,skincare,on_time,wrong_item,denied,social,1,0
NYK102485,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102486,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK102487,tier3,skincare,on_time,correct,not_applicable,call,0,0
NYK102488,metro,skincare,delayed,correct,replaced,email,0,1
NYK102489,tier2,skincare,on_time,correct,not_applicable,email,0,0
NYK102490,tier3,wellness,on_time,correct,not_applicable,app,0,0
NYK102491,tier2,wellness,on_time,correct,not_applicable,none,0,0
NYK102492,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK102493,tier3,skincare,delayed,correct,unresolved,email,0,1
NYK102494,tier3,haircare,on_time,correct,not_applicable,email,0,0
NYK102495,tier2,haircare,delayed,correct,refunded,none,0,1
NYK102496,tier2,skincare,on_time,wrong_item,denied,app,1,0
NYK102497,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102498,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK102499,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102500,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102501,tier2,haircare,on_time,damaged,denied,app,1,0
NYK102502,tier3,skincare,on_time,correct,not_applicable,email,0,0
NYK102503,tier3,makeup,delayed,correct,refunded,call,0,1
NYK102504,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102505,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK102506,tier3,wellness,delayed,correct,unresolved,call,0,1
NYK102507,tier3,haircare,on_time,correct,not_applicable,social,0,0
NYK102508,tier2,makeup,delayed,correct,replaced,app,0,1
NYK102509,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK102510,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK102511,tier2,makeup,on_time,correct,not_applicable,email,0,0
NYK102512,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102513,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK102514,metro,haircare,on_time,correct,not_applicable,email,0,0
NYK102515,tier3,makeup,delayed,correct,refunded,none,0,1
NYK102516,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102517,metro,haircare,on_time,correct,not_applicable,call,0,0
NYK102518,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK102519,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102520,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102521,tier2,makeup,on_time,correct,not_applicable,social,0,0
NYK102522,metro,makeup,delayed,correct,refunded,call,0,1
NYK102523,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102524,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102525,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102526,tier3,haircare,delayed,wrong_item,refunded,call,0,1
NYK102527,tier3,haircare,on_time,correct,not_applicable,app,0,0
NYK102528,tier3,makeup,on_time,correct,not_applicable,social,0,0
NYK102529,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102530,tier2,skincare,on_time,correct,not_applicable,social,0,0
NYK102531,tier2,skincare,on_time,correct,not_applicable,none,0,0
NYK102532,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK102533,metro,skincare,on_time,correct,not_applicable,none,0,0
NYK102534,tier3,skincare,on_time,correct,not_applicable,app,0,0
NYK102535,tier2,wellness,delayed,correct,unresolved,email,0,1
NYK102536,tier3,makeup,on_time,correct,not_applicable,none,0,0
NYK102537,metro,haircare,on_time,correct,not_applicable,social,0,0
NYK102538,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102539,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102540,tier2,wellness,on_time,wrong_item,refunded,app,0,0
NYK102541,tier2,makeup,on_time,correct,not_applicable,none,0,0
NYK102542,metro,makeup,on_time,correct,not_applicable,app,0,0
NYK102543,metro,wellness,on_time,correct,not_applicable,call,0,0
NYK102544,tier2,makeup,on_time,correct,not_applicable,call,0,0
NYK102545,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102546,tier3,makeup,delayed,correct,unresolved,call,0,1
NYK102547,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102548,metro,skincare,on_time,correct,not_applicable,email,0,0
NYK102549,metro,skincare,on_time,correct,not_applicable,call,0,0
NYK102550,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102551,tier2,haircare,on_time,correct,not_applicable,call,0,0
NYK102552,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102553,tier3,skincare,on_time,correct,not_applicable,social,0,0
NYK102554,metro,haircare,delayed,correct,refunded,call,0,1
NYK102555,tier2,wellness,on_time,correct,not_applicable,call,0,0
NYK102556,metro,skincare,on_time,wrong_item,unresolved,app,1,0
NYK102557,metro,skincare,on_time,wrong_item,denied,app,1,0
NYK102558,tier2,haircare,on_time,correct,not_applicable,social,0,0
NYK102559,metro,haircare,on_time,correct,not_applicable,none,0,0
NYK102560,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK102561,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102562,tier2,skincare,on_time,correct,not_applicable,call,0,0
NYK102563,tier2,makeup,delayed,correct,refunded,email,0,1
NYK102564,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102565,metro,haircare,on_time,correct,not_applicable,none,0,0
NYK102566,metro,skincare,on_time,correct,not_applicable,app,0,0
NYK102567,metro,makeup,on_time,correct,not_applicable,none,0,0
NYK102568,tier2,wellness,not_delivered,correct,refunded,app,0,1
NYK102569,tier3,wellness,on_time,correct,not_applicable,call,0,0
NYK102570,metro,haircare,on_time,correct,not_applicable,app,0,0
NYK102571,tier2,wellness,delayed,correct,denied,app,0,1
NYK102572,tier3,skincare,on_time,correct,not_applicable,none,0,0
NYK102573,tier3,makeup,on_time,correct,not_applicable,call,0,0
NYK102574,tier2,skincare,on_time,correct,not_applicable,app,0,0
NYK102575,tier2,wellness,on_time,correct,not_applicable,none,0,0
NYK102576,tier2,wellness,on_time,correct,not_applicable,app,0,0
NYK102577,tier3,skincare,not_delivered,correct,refunded,app,0,1
